date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:24	1047/1047	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202020%2017:21:24%20GMT	https://localhost/robots.txt		(from )
22:21:25	111979/111979	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202020%2017:21:24%20GMT	https://localhost/lms/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/index.html	(from )
22:21:25	41467/41467	---M--	200	added ('OK')	text/css	etag:%22a1fb-596a0a3682b00%22	https://localhost/lms/wp-includes/css/dist/block-library/style.min.css?ver=5.3.2	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/css/dist/block-library/style.min9dff.css	(from https://localhost/lms/)
22:21:25	1939/1939	---M--	200	added ('OK')	text/css	etag:%22793-592e97a278980%22	https://localhost/lms/wp-includes/css/dist/block-library/theme.min.css?ver=5.3.2	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/css/dist/block-library/theme.min9dff.css	(from https://localhost/lms/)
22:21:25	151001/151001	---M--	200	added ('OK')	text/css	etag:%2224dd9-59cf881718ffc%22	https://localhost/lms/wp-content/themes/education-lms/assets/css/bootstrap.min.css?ver=4.0.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/themes/education-lms/assets/css/bootstrap.mincce7.css	(from https://localhost/lms/)
22:21:26	1917/1917	---M--	200	added ('OK')	text/css	etag:%2277d-59cf88171e996%22	https://localhost/lms/wp-content/themes/education-lms/assets/css/slick.css?ver=1.8	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/themes/education-lms/assets/css/slick4b1d.css	(from https://localhost/lms/)
22:21:26	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-59d84072f4b42%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://localhost/lms/)
22:21:26	290573/290573	---M--	200	added ('OK')	text/css	etag:%2246f0d-59cf8817def4b%22	https://localhost/lms/wp-content/themes/education-lms/style.css?ver=5.3.2	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/themes/education-lms/style9dff.css	(from https://localhost/lms/)
22:21:26	21802/21802	---MC-	200	added ('OK')	application/rss+xml	etag:%22861ec066ed029d2ec6f5155892f8c48b%22	https://localhost/lms/feed/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/feed/index.html	(from https://localhost/lms/)
22:21:26	56283/56283	---M--	200	added ('OK')	image/jpeg	etag:%22dbdb-59cf8cb7b66d9%22	https://localhost/lms/wp-content/uploads/2020/01/cropped-pexels-photo-256417.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2020/01/cropped-pexels-photo-256417.jpg	(from https://localhost/lms/)
22:21:26	14983/14983	---M--	200	added ('OK')	text/css	etag:%223a87-59d84072a3423%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.5.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mindeba.css	(from https://localhost/lms/)
22:21:27	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-59d8407266247%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.8.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/animations/animations.min42e1.css	(from https://localhost/lms/)
22:21:27	104338/104338	---M--	200	added ('OK')	text/css	etag:%2219792-59d840714511a%22	https://localhost/lms/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.8.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/css/frontend.min42e1.css	(from https://localhost/lms/)
22:21:27	3801/3801	---M--	200	added ('OK')	application/rss+xml	etag:%224cf6a02d488d60c96b489c53621bae58%22	https://localhost/lms/comments/feed/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/comments/feed/index.html	(from https://localhost/lms/)
22:21:27	5530/5530	---M--	200	added ('OK')	text/css	etag:%22159a-59d84537a08f5%22	https://localhost/lms/wp-content/uploads/elementor/css/global.css?ver=1580566545	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/elementor/css/global18f6.css	(from https://localhost/lms/)
22:21:27	34041/34041	---M--	200	added ('OK')	text/css	etag:%2284f9-59d85ff6a9f4d%22	https://localhost/lms/wp-content/uploads/elementor/css/post-274.css?ver=1580573724	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/elementor/css/post-274d46f.css	(from https://localhost/lms/)
22:21:27	37982/37982	---M--	200	added ('OK')	text/css	etag:%22945e-59cf88970e9d1%22	https://localhost/lms/wp-content/plugins/learnpress/assets/css/bundle.min.css?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/css/bundle.minfd55.css	(from https://localhost/lms/)
22:21:28	65875/65875	---M--	200	added ('OK')	text/css	etag:%2210153-59cf889711891%22	https://localhost/lms/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/css/learnpressfd55.css	(from https://localhost/lms/)
22:21:28	54540/54540	---M--	200	added ('OK')	text/css	etag:%22d50c-59d84072f7a01%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.9.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minad76.css	(from https://localhost/lms/)
22:21:28	667/667	---M--	200	added ('OK')	text/css	etag:%2229b-59d84072fc041%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.9.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minad76.css	(from https://localhost/lms/)
22:21:28	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-59d84072fa4de%22	https://localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.9.0	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minad76.css	(from https://localhost/lms/)
22:21:29	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880%22	https://localhost/lms/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/js/jquery/jquery4a5f.js	(from https://localhost/lms/)
22:21:29	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400%22	https://localhost/lms/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://localhost/lms/)
22:21:29	42864/42864	---M--	200	added ('OK')	application/javascript	etag:%22a770-59cf881763435%22	https://localhost/lms/wp-content/themes/education-lms/assets/js/slick.min.js?ver=1.8	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/themes/education-lms/assets/js/slick.min4b1d.js	(from https://localhost/lms/)
22:21:29	541595/541595	---M--	200	added ('OK')	application/javascript	etag:%228439b-59cf889818836%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/vendor/plugins.all.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/vendor/plugins.allfd55.js	(from https://localhost/lms/)
22:21:29	16119/16119	---M--	200	added ('OK')	application/javascript	etag:%223ef7-5942f1cbbd980%22	https://localhost/lms/wp-includes/js/underscore.min.js?ver=1.8.3	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/js/underscore.min4511.js	(from https://localhost/lms/)
22:21:30	1833/1833	---M--	200	added ('OK')	application/javascript	etag:%22729-5942f1cbbd980%22	https://localhost/lms/wp-includes/js/utils.min.js?ver=5.3.2	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/js/utils.min9dff.js	(from https://localhost/lms/)
22:21:30	3919/3919	---M--	200	added ('OK')	application/javascript	etag:%22f4f-59cf8897c09ac%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/global.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/globalfd55.js	(from https://localhost/lms/)
22:21:30	47540/47540	---M--	200	added ('OK')	application/javascript	etag:%22b9b4-59cf8897c2cde%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/utils.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/utilsfd55.js	(from https://localhost/lms/)
22:21:30	4078/4078	---M--	200	added ('OK')	application/javascript	etag:%22fee-59cf8897a2a7c%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/learnpressfd55.js	(from https://localhost/lms/)
22:21:30	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-59cf88979e07f%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/coursefd55.js	(from https://localhost/lms/)
22:21:31	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-59cf889797362%22	https://localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1580577685.0298&ver=3.2.6.5	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/plugins/learnpress/assets/js/frontend/become-teacherfd55.js	(from https://localhost/lms/)
22:21:32	792/792	---M--	200	added ('OK')	text/xml	date:Sat,%2001%20Feb%202020%2017:21:31%20GMT	https://localhost/lms/xmlrpc.php?rsd	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/xmlrpc0db0.php	(from https://localhost/lms/)
22:21:32	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	https://localhost/lms/wp-includes/wlwmanifest.xml	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-includes/wlwmanifest.xml	(from https://localhost/lms/)
22:21:32	78036/78036	---MC-	200	added ('OK')	application/json	date:Sat,%2001%20Feb%202020%2017:21:31%20GMT	https://localhost/lms/wp-json/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-json/index.html	(from https://localhost/lms/)
22:21:32	2195/2195	---M--	200	added ('OK')	application/json	date:Sat,%2001%20Feb%202020%2017:21:32%20GMT	https://localhost/lms/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2Flms%2F	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-json/oembed/1.0/embed1b1f.json	(from https://localhost/lms/)
22:21:33	2290/2290	---M--	200	added ('OK')	text/xml	date:Sat,%2001%20Feb%202020%2017:21:32%20GMT	https://localhost/lms/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2Flms%2F&format=xml	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-json/oembed/1.0/embed7d83	(from https://localhost/lms/)
22:21:33	692/692	---M--	200	added ('OK')	image/png	etag:%222b4-59cf900d71cbb%22	https://localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-32x32.png	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-32x32.png	(from https://localhost/lms/)
22:21:33	9930/9930	---M--	200	added ('OK')	image/png	etag:%2226ca-59cf900d04595%22	https://localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-192x192.png	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-192x192.png	(from https://localhost/lms/)
22:21:33	9527/9527	---M--	200	added ('OK')	image/png	etag:%222537-59cf900d1677e%22	https://localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-180x180.png	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-180x180.png	(from https://localhost/lms/)
22:21:34	22338/22338	---M--	200	added ('OK')	image/png	etag:%225742-59cf902b8403a%22	https://localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-1.png	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2020/01/cropped-Untitled-2-1.png	(from https://localhost/lms/)
22:21:34	36259/36259	---M--	200	added ('OK')	image/jpeg	etag:%228da3-59cf8beb68cfb%22	https://localhost/lms/wp-content/uploads/2018/05/pexels-photo-716276-450x450.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/pexels-photo-716276-450x450.jpg	(from https://localhost/lms/)
22:21:34	33542/33542	---M--	200	added ('OK')	image/jpeg	etag:%228306-59cf8b58a137a%22	https://localhost/lms/wp-content/uploads/2018/05/pexels-photo-108148-450x450.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/pexels-photo-108148-450x450.jpg	(from https://localhost/lms/)
22:21:34	40442/40442	---M--	200	added ('OK')	image/jpeg	etag:%229dfa-59cf8b5d8250a%22	https://localhost/lms/wp-content/uploads/2018/05/hands-people-woman-working-450x450.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/hands-people-woman-working-450x450.jpg	(from https://localhost/lms/)
22:21:34	37691/37691	---M--	200	added ('OK')	image/jpeg	etag:%22933b-59cf8b3c2488a%22	https://localhost/lms/wp-content/uploads/2018/04/blog-5-450x445.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/04/blog-5-450x445.jpg	(from https://localhost/lms/)
22:21:35	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2001%20Feb%202020%2017:21:34%20GMT	https://localhost/lms/login/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/login/index.html	(from https://localhost/lms/)
22:21:35	32963/32963	---M--	200	added ('OK')	image/jpeg	etag:%2280c3-59cf8b395017e%22	https://localhost/lms/wp-content/uploads/2018/04/blog-4-450x445.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/04/blog-4-450x445.jpg	(from https://localhost/lms/)
22:21:35	36937/36937	---M--	200	added ('OK')	image/jpeg	etag:%229049-59cf8b6338a9c%22	https://localhost/lms/wp-content/uploads/2018/05/pexels-photo-374016-450x450.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/pexels-photo-374016-450x450.jpg	(from https://localhost/lms/)
22:21:35	154685/154685	---M--	200	added ('OK')	image/jpeg	etag:%2225c3d-59cf8b42ff43a%22	https://localhost/lms/wp-content/uploads/2018/04/book-4.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/04/book-4.jpg	(from https://localhost/lms/)
22:21:36	104722/104722	---M--	200	added ('OK')	image/jpeg	etag:%2219912-59cf8beb9f309%22	https://localhost/lms/wp-content/uploads/2018/05/pexels-photo-716276-1024x776.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/pexels-photo-716276-1024x776.jpg	(from https://localhost/lms/)
22:21:36	91947/91947	---M--	200	added ('OK')	image/jpeg	etag:%221672b-59cf8b58c966a%22	https://localhost/lms/wp-content/uploads/2018/05/pexels-photo-108148-1024x776.jpeg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/pexels-photo-108148-1024x776.jpg	(from https://localhost/lms/)
22:21:36	29949/29949	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202020%2017:21:35%20GMT	https://localhost/lms/register/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/register/index.html	(from https://localhost/lms/)
22:21:36	110107/110107	---M--	200	added ('OK')	image/jpeg	etag:%221ae1b-59cf8b5dbe75a%22	https://localhost/lms/wp-content/uploads/2018/05/hands-people-woman-working-1024x776.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/hands-people-woman-working-1024x776.jpg	(from https://localhost/lms/)
22:21:36	84687/84687	---M--	200	added ('OK')	image/jpeg	etag:%2214acf-59cf8b3b67393%22	https://localhost/lms/wp-content/uploads/2018/04/blog-5.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/04/blog-5.jpg	(from https://localhost/lms/)
22:21:37	15810/15810	---M--	200	added ('OK')	image/jpeg	etag:%223dc2-59cf8b520aeab%22	https://localhost/lms/wp-content/uploads/2018/05/team5-8-480x300-1.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/team5-8-480x300-1.jpg	(from https://localhost/lms/)
22:21:37	53888/53888	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202020%2017:21:36%20GMT	https://localhost/lms/about-us/	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/about-us/index.html	(from https://localhost/lms/)
22:21:37	10875/10875	---M--	200	added ('OK')	image/jpeg	etag:%222a7b-59cf8b53f3d94%22	https://localhost/lms/wp-content/uploads/2018/05/team3-8-480x300-1.jpg	F:/Clonned%20Websites/https___localhost_lms_/localhost/lms/wp-content/uploads/2018/05/team3-8-480x300-1.jpg	(from https://localhost/lms/)
